areas,name,id,type,class,hot,address,feature,Pos
山东·临沂·蒙阴县,蒙山金伯利钻石矿,614670086,公园,,热度 0.0,山东省临沂市蒙阴县蒙山旅游区沂蒙钻石国家矿山公园,金刚石原生矿，被誉为“钻石之乡“,"117.795644,35.672865"
山东·德州·夏津县,夏津黄河故道森林公园,4052299336,公园,4A景区,热度 0.0,山东省德州市夏津县黄河故道,沙丘绵亘，树木葱茂，连绵长达数十华里,"116.101505,37.072326"
山东·日照·东港区,山河四季风景区,1932311529,公园,,热度 0.0,山东省日照市东港区后村镇山河机场航空大楼409室,航空主题景区,"119.301231,35.3915"
山东·青岛·青岛海滨,小鱼山公园,3141008793,公园,,热度 0.76,山东省青岛市市南区福山支路24号,山虽不高却能远眺,"120.342826,36.064733"
山东·烟台·蓬莱市,田横山文化公园,3539176764,公园,,热度 0.7,山东省烟台蓬莱市蓬莱阁旅游风景区,横山文化公园，总占地面积19231平方米，东衔丹崖山相，北临渤黄两海，南望蓬莱市区，西边紧靠蓬莱海港。田横山又名老北山。,"120.754585,37.837067"
山东·潍坊·潍城区,十笏园,3066990077,公园,,热度 0.0,山东省潍坊市潍城区胡家牌坊街49号,汉族古典园林袖珍式建筑,"119.10955,36.720143"
山东·济宁·曲阜,孔子文化园,2336877419,公园,,热度 0.0,山东省济南曲阜市孔庙大成路,儒家教育传播之地，为游客提供优良环境,"116.995505,35.590383"
山东·青岛·市南区,青岛山公园,3143063385,公园,3A景区,热度 0.7,山东省青岛市市南区中山公园西侧,紧连百花苑，是太山向西延伸的余脉,"120.34957405021,36.075775676014"
山东·枣庄·山亭区,翼云湖柜族部落,474724790,公园,,热度 0.0,山东省枣庄市山亭区翼云湖境内北侧,体验乡野民族风情,"117.52188,35.119053"
山东·青岛·市南区,燕儿岛公园,695314467,公园,,热度 0.0,山东省青岛市市南区珠海支路,茶余饭后休闲的好地方，环境清幽，绿化、卫生等设施都很完善。,"120.412568,36.060657"
山东·烟台·长岛县,庙岛妈祖文化公园,1921111581,公园,,热度 0.7,山东烟台长岛县庙岛东北部，距长岛县城2.5海里,在岛上立妈祖祠以事供养,"120.74041840688,37.955980367945"
山东·威海·威海市,环翠楼公园,3210335725,公园,,热度 0.74,山东省威海市西夸古山东麓,群山环抱、翠绿环绕中，而以“环翠”冠之,"122.115395,37.510574"
山东·潍坊·青州市,中国花卉博览园,1761417543,公园,,热度 0.0,山东省潍坊青州市范公亭路2511号,是东方花都永久性的花卉展览主题公园,"118.540143,36.671263"
山东·临沂·平邑县,山东省天宇自然博物馆,494431476,公园,4A景区,热度 0.7,山东省临沂市平邑县城莲花山路西段,来自然地质博物馆，探索多姿多彩的生命历程,"117.626143,35.523553"
山东·烟台·蓬莱市,蓬莱艾山国家森林公园,509544122,公园,,热度 0.0,山东省烟台市蓬莱市村里集镇黄泥沟村艾山国家公园,夏无酷暑、冬无严寒,"120.785404,37.448499"
山东·德州·德城区,太阳谷,458666079,公园,4A景区,热度 0.0,山东省德州市德城区太阳谷大道,彰显人类智慧的绿色“耶路撒冷”,"116.401547,37.429323"
山东·聊城·东昌府区,聊城南湖湿地公园,368483922,公园,3A景区,热度 0.0,山东省聊城市东昌府区辽阳路与西南环路交叉口,集农业观光、生态餐饮、环境教育为一体,"115.973903,36.403709"
山东·滨州,滨彩蝶园,3614551716,公园,,热度 0.0,山东省滨州市滨州市区黄河15路与渤海11路交汇处西行300米路北,置身于蝴蝶的海洋中,"117.996262,37.424279"
山东·青岛·市北区,Duda Dada嘟哒和达达儿童公园,3990070908,公园,,热度 0.0,山东省青岛市市北区黑龙江南路18号凯德mall3楼,还原卡通动漫世界的梦幻场景，体验感十足,"120.402406,36.11995"
山东·泰安·徂徕山国家森林公园,龙湾地质公园,158164508,公园,3A景区,热度 0.0,山东省泰安市岱岳区化马湾乡双泉村,泰山之雄壮，桂林山水之清隽并存的自然景观,"117.36375,36.070036"
山东·青岛·黄岛区,香博园风景区,1527520910,公园,,热度 0.0,山东省青岛市黄岛区隐珠街道陡崖子村南（水城水库北）,山青水秀，环境优美，休闲度假好去处,"120.03955,35.950721"
山东·枣庄·山亭区,山亭月亮湾旅游区,4093513918,公园,4A景区,热度 0.0,山东省枣庄市山亭区城头镇月亮湾旅游区,月亮湾湿地公园通过国家湿地评审委员会专家实地考察论证、评估，经国家林业局批准”。月亮湾湿地公园位于山亭区城头镇，规划面积,"117.467898,35.105849"
山东·枣庄·滕州,荆河公园,2011580323,公园,4A景区,热度 0.0,山东省枣庄滕州市善国南路,遥看龙山晓云轻，朝晖尽染桥心亭,"117.171329,35.081446"
山东·临沂·河东区,皇山东夷文化园,3272856291,公园,4A景区,热度 0.0,山东省临沂市河东区,东夷文化意境下的大型主题文化公园,"118.396817,35.042843"
山东·日照·东港区,日照水上公园,939086318,公园,,热度 0.8,山东省日照市东港区海曲东路398号,设施完善、设备齐全的水上运动训练基地,"119.56089,35.428155"
山东·枣庄·枣庄市,枣庄市薛城区铁道游击队纪念园,35169154,公园,3A景区,热度 0.0,枣庄薛城区临山路东首,集教育、游览、娱乐为一体的市级公园,"117.2925259174,34.794677912597"
山东·青岛·莱西市,月湖公园,1649295235,公园,3A景区,热度 0.72,山东省青岛市莱西市文化东路,水色柔美、风光秀丽的现代园林,"120.528198,36.857815"
山东·烟台·福山区,中国烟台农业科技博览园,3402511071,公园,3A景区,热度 0.7,山东省烟台市福山区港城西大街26,“游览生态仙景，探索农科奥秘”,"121.285602,37.494506"
山东·泰安·新泰市,新汶森林公园,173184717,公园,3A景区,热度 0.0,山东省泰安新泰市,城市近郊的生态休闲、观光、度假旅游区,"117.697722,35.876084"
山东·济宁·市中区,南池景区,4194688120,公园,3A景区,热度 0.0,山东省济宁市中区王母阁路南池公园,"济宁南池景区是济宁市级的综合性水景公园,规划总面积达34.3公顷，由唐代南池王母阁重修并扩大而成的公园，其中水面11.9","116.58905348837,35.40281826959"
山东·莱芜·莱芜市,华山森林公园,538945657,公园,3A景区,热度 0.76,山东省莱芜市莱城区大王庄镇国有华山林场,山峦起伏，沟壑纵横，冬暖夏凉，气候宜人,"117.519276,36.385341"
山东·青岛·城阳区,城阳世纪公园,4294108607,公园,3A景区,热度 0.0,山东省青岛市城阳区兴阳路318号,青岛城阳世纪公园是城阳区区委、区政府为贯彻可持续发展思想，实现把城阳区建设为“园林式生态城市”的目标而建设的一处以植物观,"120.4026771606,36.29188391422"
山东·滨州·博兴县,打渔张森林公园,2378593782,公园,3A景区,热度 0.0,山东省滨州市博兴县境内,景色绚丽，使人流连忘返，心旷神怡,"118.135986,37.180014"
山东·泰安·新泰市,和圣园景区,2472092809,公园,3A景区,热度 0.0,山东省新泰市宫里镇西柳,和圣园位于新泰市宫里镇西柳村的和圣故里，占地108亩，是由山东泰山染料股份有限公司投资1600万元，兴建的一处主题文化公,"117.39335395737,35.904290483584"
山东·德州·德城区,运河公园,645130933,公园,,热度 0.0,山东省德州市德城区铁西路,,"116.29011100486,37.452707276977"
山东·东营·河口区,河口蓬莱公园,1185022502,公园,,热度 0.0,山东省东营市河口区仙河镇,河口蓬莱公园里有各类假山、碧水、绿草以及现代化的游乐设施，既为仙河人创造了一个舒适、典雅的工作生活环境，又将自然景观和建,"118.86229865974,37.946170900283"
山东·烟台·招远市,魁星公园,2789373379,公园,,热度 0.0,山东省烟台市招远市河西路,别致典雅的古建筑与绿树、假山湖泊,"120.4148702639,37.370473087918"
山东·聊城·聊城市,姜堤乐园,3965925093,公园,3A景区,热度 0.74,山东省聊城市聊阳路,绿化覆盖率达90%，被誉为天然大氧吧,"115.979694,36.417372"
山东·济南·历城区,济南世纪园欢乐谷,146433038,公园,,热度 0.0,山东省济南市历城区仲宫镇卧虎山水库西坝下,爸爸妈妈，让熊孩子释放个性吧,"116.965531,36.498623"
山东·潍坊·昌乐县,西湖公园,3332582504,公园,3A景区,热度 0.0,山东省潍坊昌乐县宝昌路西湖公园,西湖公园位于昌乐县城西部，是在原昌乐公园的基础上，按照潍坊人民公园的建设理念，杭州西湖的文化特色，济南大明湖的标准改建而,"118.83123458568,36.710853032707"
山东·济南·天桥区,黄河森林公园,630577850,公园,,热度 0.7,山东济南市黄河北岸,森林气息自然清新，浸润肺腑,"116.994915,36.665357"
山东·菏泽·菏泽市,青年湖公园,4077425252,公园,,热度 0.7,山东省菏泽市,莫道曹州无山水，青年湖上景阑干,"115.450581,35.249197"
山东·滨州·滨州市,蒲湖公园,3039737316,公园,,热度 0.8,山东省滨州市渤海五路,滨州人民游览、娱乐、文化生活的活动中心,"118.03061798663,37.370865867577"
山东·青岛·胶州市,少海国家湿地公园,810540463,公园,,热度 0.0,山东省青岛市胶州市香港路1号,,"120.089659,36.256164"
山东·聊城·高唐县,赛石花朝园,2420057893,公园,,热度 0.0,山东省聊城市高唐县滨湖南路,以花卉为主题的公园,"116.221276,36.841515"
山东·青岛·崂山区,花花浪森林公园,188787083,公园,,热度 0.0,山东省青岛市崂山区S293(滨海公路),饭后散步好去处,"120.57035,36.241183"
山东·泰安·泰山区,虎山公园,4059228949,公园,,热度 0.0,山东省泰安市泰山区红门路44号,依山傍城，青山碧水，阁桥廊亭相称,"117.140943,36.214605"
山东·青岛·市南区,浮山公园,2286894423,公园,,热度 0.7,山东省青岛市市南区银川西路,一片浩瀚的大海，无边无际，令人心旷神怡,"120.430869,36.092058"
山东·潍坊·诸城市,益民河公园,4073245461,公园,,热度 0.0,山东省潍坊市诸城市,环境优美，植被茂密，空气清新，景色宜人,"119.409027,36.020225"
山东·青岛·城阳世纪公园,青岛奥林匹克雕塑园,189233853,公园,,热度 0.0,山东省青岛市城阳区兴阳路城阳世纪公园内,介绍奥运会的产生及发展，内容十分丰富,"120.402419,36.293395"
山东·济南·市中,山东森林旅游年票,2559907344,公园,,热度 0.0,山东省济南市市中区经十路23237号振兴花园4号楼2单元1506室,凭一册的年票免费游览50多家风景区,"116.981514,36.655664"
山东·淄博·周村区,齐田花赋,3318021106,公园,,热度 0.0,山东省淄博市周村区北郊镇韩套村东首,近郊休闲观光、体验娱乐的生态休闲主题公园,"117.94515,36.819634"
山东·济宁·汶上县,济宁莲花湖湿地,2540374492,公园,3A景区,热度 0.0,山东省济宁汶上县,汶上佛教文化旅游景点的重要组成部分,"116.52061703744,35.770817994495"
山东·济宁·邹城市,铁山公园,1107065762,公园,,热度 0.7,山东省济宁市邹城西北二里铁山公园内,以上除官方人士参助外，书经人即是安道壹,"116.9752,35.418025"
山东·济南·市中,泉城公园,2999313003,公园,,热度 0.0,山东省济南市历下区经十路106号,泉城公园位于济南市区中部，千佛山西侧，经十路以南，是一座风景植物园，地理位置优越，自然环境优美。泉城公园是按照科研、科普,"117.030747,36.649652"
山东·青岛·青岛海滨,鲁迅公园,2619332889,公园,,热度 0.82,山东省青岛市莱阳路南侧,一处兼有园林美和自然美的风景区,"120.33875,36.060483"
山东·青岛·李沧区,十梅庵公园,1495996196,公园,,热度 0.7,山东省青岛市李沧区老虎山北麓山坡,资源丰富，环境优美，设计独具匠心,"120.42429583138,36.213293631607"
山东·德州·德城区,德州长河公园,4125282665,公园,3A景区,热度 0.0,山东省德州德城区广川大道长河公园,长河公园位于德州市中心部位，是德州市东西向生态轴线的重要组成部分，其名字起源于隋唐时期的德州之名，公园占地1800亩，其,"116.35311329007,37.451166731314"
山东·济南·历下区,环城公园,202830990,公园,,热度 0.72,山东省济南市历下区南门大街2-1号环城公园,亭榭曲廊和泉水山石相辉映照、景色宜人,"117.034817,36.668037"
山东·日照·东港区,魏园,3856360754,公园,,热度 0.0,山东省日照市东港区山海天度假区太公岛一路13号,形态各异，生动传神,"119.569653,35.448072"
山东·潍坊·昌乐县,桂河湿地公园,4163718192,公园,3A景区,热度 0.0,山东省潍坊市昌乐县,环境优美，景观众多，休闲娱乐的好去处,"118.836332,36.713018"
山东·青岛·青岛海滨,百花苑公园,1125376971,公园,,热度 0.7,山东省青岛市延安一路55号,闲暇之时来到这里，便仿佛走进了世外桃源,"120.351613,36.071884"
山东·青岛·市南区,青岛奥林匹克主题公园,568189189,公园,,热度 0.0,山东省青岛市市南区青岛奥林匹克主题公园,接待中心、娱乐互动地带、啤酒广场,"120.394071,36.068134"
山东·潍坊·青州古城,范公亭公园,3693680190,公园,,热度 0.74,潍坊市青州市范公亭西路65号,范公亭公园位于青州市范公亭路西端一块300余亩大的小盆地里，包括范公亭和李清照故居、洋溪湖、永济桥墩和满心亭等景致，因范,"118.459002,36.682639"
山东·青岛·胶南市,中国香草园艺博览会,366458967,公园,,热度 0.0,山东省青岛市灵山卫街道办事处陡崖子村南香草园,不用出青岛就能欣赏到薰衣草田,"120.045605,35.967921"
山东·威海·威海市,威海公园,3951939615,公园,,热度 0.8400000000000001,山东省威海市海滨南路,海滨南路环境绿化工程的一个重要组成部分,"122.153042,37.453402"
山东·东营·东营区,清风湖公园,1949168406,公园,,热度 0.74,山东省东营市东营区东城,8000平方米市民健身广场。清风湖公园位于东营市东城，坐落在东营市政府的中轴线上，与市政府的新世纪广场遥相呼应，共同组成,"118.680972,37.42497"
山东·烟台·芝罘区,毓璜顶公园,1032656683,公园,3A景区,热度 0.72,烟台市芝罘区焕新路付2号,宛如一幅清秀淡雅的水墨画,"121.391684,37.54086"
山东·济南·天桥区,百里黄河,1859782898,公园,3A景区,热度 0.7,山东省济南市天桥区,生态型文化主题园林,"116.99804840387,36.729535926845"
山东·潍坊·昌乐县,白浪沙滩湿地公园,252440329,公园,3A景区,热度 0.0,山东省潍坊市昌乐县营丘镇,集吃、住、游乐于一体的原生态湿地公园,"119.000669,36.532315"
山东·潍坊·寿光市,滨河城市湿地公园,742071685,公园,3A景区,热度 0.0,山东省潍坊市寿光市,寿光滨河城市湿地公园于去年7月建成并开放，总面积达71万平方米。公园以流动的弥河水系为依托，在保留原有地形风貌的基础上，,"118.797913,36.927939"
山东·潍坊·高密市,高密文体公园,680114454,公园,3A景区,热度 0.0,山东省潍坊高密月潭路文体公园,分为体育区、文化区、创业服务区三大部分,"119.80973191472,36.366321622459"
山东·枣庄·峄城区,万福园,3249826600,公园,,热度 0.0,山东省枣庄市峄城区电业路与文化路交汇处以南100米路东,好山好水万福园，多彩多姿吉祥地,"117.490529,34.778558"
山东·菏泽·仿山,仿山恐龙园,1255477225,公园,,热度 0.0,山东省菏泽市定陶县仿山乡仿山神苑湖心岛1楼,仿真恐龙,"115.557978,35.124339"
山东·济南·历下区,浆水泉,3109668778,公园,,热度 0.7,山东省济南市历下区姚家镇内东外环路怪坡东南约1000米处,浆水泉公园在回龙山、老虎山脚下，因有济南七十二名泉之一的浆水泉坐落在回龙山脚下便命名为浆水泉公园。乘坐49路公共汽车到浆,"117.082053,36.632602"
山东·临沂·沂南县,孟良崮国家森林公园,3539973619,公园,3A景区,热度 0.0,山东沂南县孙祖镇,遍布太古界泰山变质岩，群山突兀，石洞叠连,"118.2120109891,35.58618745752"
山东·临沂·兰山区,沂蒙奇园,1386302896,公园,3A景区,热度 0.0,山东省临沂市兰山区沂蒙奇园,"临沂奇园依水而建,投资近5000万元，目前主体工程已经完工，进入工程细化阶段。临沂奇园是以观光旅游、科研、收藏交流、古树","118.349361,35.096316"
山东·临沂·临沭县,沭河湿地公园,499178034,公园,3A景区,热度 0.0,山东省临沂市临沭县城西南20公里处,水面宽阔且平静，两岸植被丰富,"118.664703,34.95687"
山东·莱芜·莱城区,华山国家森林公园,2216499467,公园,3A景区,热度 0.0,山东莱芜市西北部山区,华山森林公园位于山东莱芜市西北部山区，属于泰山支脉，距市区30多公里。公园总面积46平方公里。境内山峦起伏，沟壑纵横，有,"117.51916525071,36.385373563031"
山东·潍坊·昌邑市,潍水风情湿地公园,431592214,公园,3A景区,热度 0.0,山东省潍坊市昌邑市交通街,潍水风情湿地公园被评为国家3a级景区，经过昌邑市有关部门的倾力打造，潍河靠近市区的4公里流域，已经变成了一处“潍水风情湿,"119.43412035898,36.853271580033"
山东·烟台·莱山区,烟台市体育公园,2469032681,公园,3A景区,热度 0.7,山东烟台市观海路,建筑造型充分融入到体育公园的大环境中,"121.47216,37.468995"
山东·青岛·胶州市,三里河公园,953644950,公园,3A景区,热度 0.0,山东省青岛市胶州市青岛路厦门路2号,一心二桥三园多丘十八景,"120.04010357743,36.265543082951"
山东·临沂·沂水县,沂水蒙山龙雾茶博园,2984654965,公园,3A景区,热度 0.0,山东省临沂市沂水县,国家3A旅游景区，茶农发家致富的聚宝盆,"118.643744,35.782029"
山东·潍坊·青州市,青州双贝体育公园,3663854455,公园,3A景区,热度 0.0,山东省潍坊市青州市云驼风景区内,青州双贝生态体育公园位于位于风景秀丽的青州云驼风景区内，依山而建，顺水而为，是青州市首家集旅游、健身、运动、休闲、观光、,"118.446465,36.653957"
山东·潍坊·临朐县,临朐朐山滨河公园,1276821331,公园,3A景区,热度 0.0,山东省潍坊市临朐县,朐山滨河公园占地面积1600亩，包括滨河公园、文化公园、朐山公园、沙滩公园及龙韵文化广场绿地。该公园将特色民俗展示、特色,"118.55440336656,36.509374940769"
山东·淄博·淄博市,千乘湖生态文化园,1308770067,公园,3A景区,热度 0.0,山东省淄博高青县清河路千乘湖生态文化园,千乘湖生态文化园位于高青县城南部、北支新河中心路至东环路段，长2260米，是一项集环保治污、平原水库、生态恢复、景观建设,"117.85371743619,37.16780133993"
山东·临沂·兰山区,万兴都国际商业公园,136792055,公园,3A景区,热度 0.0,山东省临沂市兰山区滨河路,临沂万兴都国际商业公园，由临沂市金凤凰置业有限公司开发，总投资27亿元，建筑面积35万多平方米，按照民族风格的“古城”形,"118.356532,35.081155"
山东·潍坊·奎文区,东方新世纪公园,2362587401,公园,,热度 0.0,山东省潍坊市奎文区道口东路北首,潍坊东方新世纪公园位于潍坊市潍洲路、胶济铁路南西侧，占地面积180亩，园区西靠白浪河，南临北王国际数码港和汽配城，人流物,"119.121971,36.690343"
山东·德州·夏津县,龙湖公园,1297441730,公园,,热度 0.0,山东省德州市夏津县,公园水绿相融、生态文明、文娱共享,"116.00829,36.954413"
山东·烟台·莱阳市,蚬河公园,1179490011,公园,,热度 0.7,山东省烟台市莱阳市莱阳东区,蚬河公园（原名梨香园），1985年在梨园的基础上规划设计扩建，位于莱阳市东区，占地50.5公顷，水面25公顷，以梨树为主,"120.724716,36.972593"
山东·临沂·费县,齐鲁奇石公园,1612608866,公园,,热度 0.7,山东临沂费县县城北钟罗山上,气象胜过国宝兵马俑，可与云南石林相媲美,"117.985645,35.255161"
山东·济宁·泗水县,泗水民俗游乐园,2025924504,公园,,热度 0.0,山东省济宁市泗水县,融访古探源、学习游玩一体的综合娱乐场所,"117.29645193204,35.666016814097"
山东·潍坊·昌乐县,清水河公园,2168082008,公园,,热度 0.0,山东省潍坊市昌乐县,打造我县南部旅游经济增长极,"103.993041,30.665107"
山东·临沂·兰山区,玫瑰湖汽车公园,1323778397,公园,,热度 0.0,山东省临沂市兰山区李官镇铁山坡村,规模标准在全国排名第三,"118.36085199043,35.331344415194"
山东·潍坊·寒亭区,禹王生态湿地,1295521721,公园,,热度 0.0,山东省潍坊市寒亭区高里街道,集生态教育、商务休闲于一体的精品湿地,"119.048993,36.851391"
山东·潍坊·安丘市,老子文化园,2789954692,公园,,热度 0.0,山东潍坊安丘市,“老子文化”项目建设：柘山镇本着发展和传承“老子文化”的基础上，进一步拓展“老子文化”的社会历史文化含义，建设社会主义新,"119.225561,36.484148"
山东·德州·陵县,东方公园,365423281,公园,,热度 0.0,山东省德州市陵县,犹如东方旭日喷薄而出蒸蒸日上,"116.580029,37.336324"
山东·潍坊·昌邑市,流青园森林公园,1364688025,公园,,热度 0.0,山东省潍坊市昌邑市柳疃镇刘家车道村,已成为昌邑市发展特色产业的示范点,"119.401473,36.948649"
山东·青岛·平度市,现河公园,3510777347,公园,,热度 0.0,青岛平度市红旗路东段,以游览、休闲、娱乐为主的观光公园,"119.97877903811,36.793959877133"
山东·青岛·艾山,青岛胶州艾山星空主题公园,2048785013,公园,,热度 0.0,山东省青岛胶州市洋河镇艾山风景区,美景随处可见，与冬夜的萧条形成鲜明对比,"119.952001,36.128849"
山东·泰安·东平湖,东平湖湿地,2325746293,公园,,热度 0.0,山东省泰安市东平县,原生态旅游休闲胜地，东平旅游的新亮点,"116.206659,35.96161"
山东·烟台·海阳旅游度假区,海阳国际沙雕艺术公园,4036305214,公园,,热度 0.0,山东省烟台海阳市,成功举办了三届中国海阳国际沙雕艺术节,"121.214017,36.698847"
山东·济南·历城区,蟠龙山森林公园,3399617358,公园,,热度 0.7,山东省济南市历城区彩石乡旅游路6777号,公园环境幽雅，是休闲娱乐的极佳去处,"117.260477,36.634931"
山东·日照·东港区,任家台礁石公园,1755605808,公园,,热度 0.0,山东省日照市东港区碧海路,为加强对日照礁石资源的保护，拓展旅游资源，日照市海洋与渔业局首批设立任家台等礁石岸段，在此建设了4处礁石公园，并分别树立,"119.636301,35.515106"
山东·淄博·淄川区,聊斋园,3729240893,公园,,热度 0.7,蒲松龄故里淄川区洪山镇蒲家村,独特新颖，恢宏壮观，为华夏一绝,"118.020222,36.635333"
山东·日照·东港区,山东蓝海1号露营公园,2942438702,公园,,热度 0.0,山东省日照市东港区碧海路与桃花岛三路交会处向北200米路东,是在山东省内具有代表性的高端滨海露营地,"119.61785,35.49617"
山东·东营·垦利县,东营园博园,421660724,公园,,热度 0.0,山东省东营市垦利县油建稻香村，德州路、东三路、北二路的交叉处,"精美绝伦设计风格,风格迥异各种植物","118.685422,37.500666"
山东·烟台·龙口南山旅游区,中华历史文化园,1632170402,公园,,热度 0.7,山东省烟台龙口市南山旅游风景区内,规模宏大的园区宛如一部鲜活的中国通史,"120.483851,37.566476"
山东·青岛·莱西市,西山公园,77466192,公园,,热度 0.7,山东省青岛市莱西崂山路附近,位于莱西市区西北10公里大沽河上游处，建于１９５８年，水域面积４１.２平方公里，是山东省第三大水库。蓄水大坝长2400米,"120.46251032295,36.937252967886"
山东·淄博·淄川区,文峰山公园,1089010363,公园,,热度 0.7,山东省淄博临淄区南仇镇,文峰沧桑，异代联芳，朴素淡雅，文脉悠长,"119.973026,37.136355"
山东·临沂·费县,塔山森林公园,3134921219,公园,,热度 0.72,山东省临沂市费县南张庄乡北8公里,塔山森林公园位于蒙山旅游区的塔山，面积3338公顷。山清水秀，风景宜人，是不可多得的避暑胜地。公园内树种繁多，至今还保留,"118.042928,35.442659"
山东·日照·东港区,日照文山茶博园,3172618971,公园,,热度 0.0,山东省日照市东港区山东路西首（时代加气站东300米）,身临其境的体验中国传统的制茶文化,"119.416367,35.437382"
山东·青岛·市南区,观海山公园,663052766,公园,,热度 0.7,山东省青岛市南区观海二路,德占时期曾在山上建高尔夫球场，故称为“抛球山”。日本占据青岛后，又易名为“八幡山”。 1922年，我国收回青岛，在此山顶,"120.33152998403,36.073017647416"
山东·淄博·桓台县,奎盛公园,1958927726,公园,,热度 0.7,山东省淄博市桓台县新城镇,集自然风光、动植物观赏等为一体的公园,"118.003192,36.648075"
山东·菏泽·菏泽市,凝香园,240292417,公园,,热度 0.72,菏泽城东岳程办事处岳楼行政村,廿年梦想故园花，今到开时始到家,"115.535187,35.264742"
山东·青岛·平度市,乔家龙湾公园,2631487457,公园,,热度 0.7,山东省青岛平度市蟠桃镇乔家村,公园三面环山，中间龙湾水库清水一泓，系一山野情趣甚浓之自然山林公园。水库沿湖滨游路向北行，至尽头处有一龙王庙，每逢庙会，,"120.007216,36.887298"
山东·淄博·淄川区,留仙湖公园,500343232,公园,,热度 0.7,山东省淄博市淄川区中心位置,留仙湖历史悠久，多有典故,"117.96787687162,36.641345570202"
山东·烟台·芝罘区,夹河跑马公园,2757757066,公园,,热度 0.0,山东省烟台市芝罘区,"烟台夹河跑马公园是由烟台和顺旅游度假服务有限公司开发,建于2006年，环境宁静，视野广阔，具有得天独厚的自然条件。公园占","121.299707,37.544297"
山东·青岛·市南区,太平山公园,2082883895,公园,,热度 0.0,山东青岛市南区太平山景区内,,"120.364987,36.072278"
山东·临沂·蒙阴县,刘洪公园,1909845105,公园,,热度 0.0,山东省临沂市蒙阴县蒙山路6号,以自然因素为公园主体，人工因素逐步渗透,"117.941365,35.701192"
山东·青岛·胶南市,青岛胶南市灵山湾旅游度假区文化会展公园,3866656630,公园,,热度 0.0,山东青岛胶南市政府东侧灵山湾北岸,此处风景优美，气候宜人,"120.073184,35.888016"
山东·济南·章丘市,桃花山公园,2972769870,公园,,热度 0.0,山东省济南市章丘市汇泉路1746号,桃花山公园,"117.548605,36.717495"
山东·威海·环翠区,威海港公园,851738264,公园,,热度 0.0,山东省威海市环翠区海滨北路53号,以海为主题，展现了大海之神韵,"122.131955,37.515902"
山东·聊城·东昌府区,人民公园,1774179262,公园,,热度 0.0,山东省聊城市东昌府区,空气清新，鸟语花香，是休闲散步的好去处,"116.005269,36.459945"
山东·聊城·聊城市,湖滨公园,566310244,公园,,热度 0.0,山东省聊城市东昌府区江北水城,湖滨公园是以东昌湖为依托建设的一处市内开放式大型公园。这里原是一片沼泽地、芦苇荡，仅有一些低矮平房。在湖滨公园道路广场的,"115.96243051973,36.459063043851"
山东·潍坊·林海生态博览园,野生禽鸟湿地乐园,4069456931,公园,,热度 0.0,山东省潍坊寿光市羊口镇寿光林场,"野生禽鸟湿地乐园总面积超过100公顷，莲荷满地，景观优美, 犹如白洋淀。每年举行大型荷花节。 近年来，随着该区湿地生态系","118.747582,37.153708"
山东·青岛·黄岛区,圣瓦伦丁薰衣草庄园,885930736,公园,,热度 0.0,山东青岛黄岛区胶南王台镇东草夼村,,"119.984326,36.037629"
山东·青岛·崂山区,李村公园,539202133,公园,,热度 0.0,山东省青岛市崂山区李村镇夏庄路西侧,为崂山区一处较有规模的公园,"120.432608,36.173589"
山东·聊城·东昌府区,聊城公园,3305629102,公园,,热度 0.0,山东省聊城市东昌府区,聊城公园位于山东省聊城市东昌府区。,"116.008259,36.459337"
山东·济宁·曲阜,观水园,4201324825,公园,,热度 0.7,山东省济宁市曲阜市大成路附近,孔子临川观水感叹时光易逝而建的现代园林,"117.000213,35.616164"
山东·青岛·即墨市,一品香牡丹园,2113305319,公园,,热度 0.0,山东省青岛市即墨市灵山镇驻地向北2公里S209国道东侧,国色天香，名花倾城,"120.464413,36.567822"
山东·青岛·崂山区,大河东森林公园,3116418076,公园,,热度 0.0,山东省青岛市崂山区,可赏奇峰异石、山涧峡谷、林木花草于此,"120.59912,36.162242"
山东·潍坊·青云山民俗游乐园,民族风情区,1724742093,公园,,热度 0.0,山东省潍坊安丘市青云山路东首青云山民俗游乐园内,尽显边陲风光的美丽、边寨风情的神秘,"119.261551,36.446877"
山东·威海·环翠区,震琳公园,2287504418,公园,,热度 0.0,山东省威海市环翠区302省道震琳体育休闲公园,集观光、娱乐、休闲、餐饮于一体,"122.111456,37.409827"
山东·烟台·福山区,科技名人雕塑园,8456624,公园,,热度 0.7,山东省烟台市福山区,雕塑园北临珠江路，南接金沙江路。占地57000平方米的科技名人雕塑园，1994年对游人开放。依年代顺序和科技门类分别竖立,"121.259314,37.555489"
山东·聊城·东昌府区,堂邑民俗旅游区,251681985,公园,,热度 0.0,聊城市东昌府区堂邑镇,聊城市堂邑民俗旅游区位于聊城市东昌府区西部，坐落于省政府命名的中心镇、省级村镇建设新型乡镇、省级环境优美乡镇、省级旅游强,"115.788791,36.49477"
山东·淄博·博山区,天佛山森林公园,226681526,公园,,热度 0.0,山东省淄博市博山区博山镇杨峪村天佛山森林公园,,"117.99509,36.327037"
山东·青岛·市北区,青岛四方奥林匹克公园,3788523166,公园,,热度 0.0,山东省青岛市四方区安阳支路16号,近距离接触奥帆赛、体验奥运激情,"120.394332,36.152419"
